X ; science bn:00069670n ; computer bn:00021464n ; statecharts bn:01128895n ; systems bn:15125301n ; david harel bn:03178978n ; mathematics bn:00053823n ; state bn:00023236n ; state machine bn:00212740n ; diagrams bn:00026817n ; communication bn:00021221n ; units bn:00021497n ; language bn:00049910n ; behavior bn:00009657n ; complex bn:00100148a ; complex system bn:03086504n ; problem bn:00048242n ; reactive systems bn:02824399n ; example bn:00032100n ; automobiles bn:00007309n ; networks bn:00024712n ; kind bn:00035907n ; way bn:00033729n ; time bn:00077270n ; simulation bn:00021496n ; set bn:00070697n ; output bn:00036821n ; information bn:00046705n ; tool bn:00077585n ; number bn:00058285n ; state transition bn:03348716n ; nature bn:00057017n ; triggering bn:00082306v ; hierarchical bn:00104156a ; orthogonality bn:00059586n ; main bn:00099598a ; possible bn:00108829a ; broadcast bn:00013234n ; semantics bn:00070404n ; concept bn:00021547n ; occurring bn:00085337v ; america bn:00003341n ; achieved bn:00082226v ; automata bn:00007371n ; c d bn:00016915n ; sec bn:00068672n ; history bn:00044268n ; effect bn:00021961n ; require bn:00091028v ; determinism bn:00026654n ; simultaneous bn:00099916a ; application bn:00005095n ; possibility bn:00045632n ; light bn:00051108n ; second bn:00095974a ; merely bn:00114626r ; reg bn:01922794n ; timers bn:00077309n ; syntax bn:00062118n ; substates bn:00964536n ; conditional bn:00100214a ; defined bn:00086465v ; formal syntax bn:01042120n ; operational semantics bn:02057536n ; definition bn:00025928n ; condition c bn:00675915n ; subset bn:00074971n ; management bn:00053116n ; higraphs bn:01691263n ; finite bn:00102992a ; new york bn:00041611n ; automata theory bn:00152075n ; entity bn:00031027n ; types bn:00016413n ; multiple bn:00107028a ; composite bn:00100155a ; sequence bn:00070574n ; large number bn:14223782n ; goal bn:00030721n ; scenario bn:01190125n ; city bn:03335997n ; workflows bn:00081578n ; plant bn:00035324n ; transition state bn:03731398n ; strategy bn:00069579n ; police bn:00022026n ; transducer bn:00077966n ; code bn:00020354n ; current bn:00096401a ; traffic light bn:00074441n ; bit bn:00010731n ; include bn:00089662v ; logical value bn:00855623n ; gate bn:00037487n ; flip-flop bn:00035248n ; summary bn:00075142n ; autonomous bn:00097830a ; stateflow bn:03369007n ; red light bn:00066676n ; composite states bn:00892979n ; inner bn:00105133a ; deep bn:00101054a ; simple bn:00098053a ; atomic bn:00097696a ; interaction diagram bn:02571962n ; activity diagrams bn:02627321n ; deterministic finite state automata bn:03499526n ; superstate bn:03656095n ; fsa bn:03013778n ; basic bn:00098103a ; fsms bn:03431506n ; state actions bn:00955439n
simultaneous bn:00099916a ; 0.09375 ; 0.15 ; 0.0555556 ; 0.0204082 ; 0.315789 ; 0.0394737 ; 0.0769231 ; 0.048 ; 0.034188 ; 0.133333 ; 0.019802 ; 0.0576923 ; 0.111111 ; 0.0576923 ; 0.0714286 ; 0.0344828 ; 0.0851064 ; 0.0634921 ; 0.222222 ; 0.166667 ; 0.25 ; 0.0571429 ; 0.0149254 ; 0.1 ; 0.0769231 ; 0.137931 ; 0.0363636 ; 0.0196078 ; 0.137931 ; 0.0645161 ; 0.117647 ; 0.03125 ; 0.111111 ; 0.0701754 ; 0.0555556 ; 0.0576923 ; 0.0909091 ; 0.0238095 ; 0.0408163 ; 0.133333 ; 0.043956 ; 0.1 ; 0.117647 ; 0.0588235 ; 0.5 ; 0.25 ; 0.0645161 ; 0.045977 ; 0.166667 ; 1 ; 0.038835 ; 0.0634921 ; 0.1 ; 0.0519481 ; 0.0625 ; 0.333333 ; 0.25 ; 0.0769231 ; 0.285714 ; 0.333333 ; 0.038835 ; 0.1 ; 0.333333 ; 0.0451128 ; 0.333333 ; 0.166667 ; 0.4 ; 0.222222 ; 0.166667 ; 0.0526316 ; 0.666667 ; 0.25 ; 0.0384615 ; 0.0392157 ; 0.111111 ; 0.0769231 ; 0.0769231 ; 0.142857 ; 0.142857 ; 0.142857 ; 0.25 ; 0.142857 ; 0.25 ; 0.25 ; 0.25 ; 0.142857 ; 0.142857 ; 0.0606061 ; 0.111111 ; 0.0833333 ; 0.142857 ; 0.142857 ; 0.142857 ; 0.142857 ; 0.111111 ; 0.142857 ; 0.166667 ; 0.333333 ; 0.25 ; 0.333333 ; 0.333333 ; 0.0833333 ; 0.142857 ; 0.0769231 ; 0.142857 ; 0.111111 ; 0.142857 ; 0.142857 ; 0.142857 ; 0.142857 ; 0.142857
application bn:00005095n ; 0.107383 ; 0.128 ; 0.136752 ; 0.124031 ; 0.0714286 ; 0.134529 ; 0.0380952 ; 0.0761905 ; 0.375796 ; 0.141593 ; 0.243802 ; 0.184971 ; 0.036036 ; 0.184971 ; 0.0162602 ; 0.0330579 ; 0.123077 ; 0.246154 ; 0.0733945 ; 0.0792079 ; 0.0194175 ; 0.306931 ; 0.160804 ; 0.0733945 ; 0.247934 ; 0.0322581 ; 0.117647 ; 0.353741 ; 0.142857 ; 0.594059 ; 0.136752 ; 0.110345 ; 0.0747664 ; 0.114286 ; 0.136752 ; 0.184971 ; 0.125984 ; 0.0903614 ; 0.193939 ; 0.123077 ; 0.202532 ; 0.0353982 ; 0.136752 ; 0.13913 ; 0.0366972 ; 0.0194175 ; 0.0322581 ; 0.207792 ; 0.0792079 ; 0.038835 ; 1 ; 0.246154 ; 0.158416 ; 0.1 ; 0.0661157 ; 0.019802 ; 0.039604 ; 0.118519 ; 0.0338983 ; 0.019802 ; 1 ; 0.0733945 ; 0.019802 ; 0.344828 ; 0.019802 ; 0.0792079 ; 0.0792079 ; 0.0733945 ; 0.0380952 ; 0.134454 ; 0.039604 ; 0.0194175 ; 0.120301 ; 0.121212 ; 0.00961538 ; 0.0380952 ; 0.0380952 ; 0.019802 ; 0.00980392 ; 0.019802 ; 0.039604 ; 0.019802 ; 0.039604 ; 0.0194175 ; 0.039604 ; 0.019802 ; 0.019802 ; 0.0655738 ; 0.039604 ; 0.0384615 ; 0.019802 ; 0.019802 ; 0.019802 ; 0.019802 ; 0.0176991 ; 0.00980392 ; 0.0380952 ; 0.019802 ; 0.0194175 ; 0.019802 ; 0.019802 ; 0.0188679 ; 0.00980392 ; 0.0186916 ; 0.00980392 ; 0.039604 ; 0.00980392 ; 0.019802 ; 0.019802 ; 0.019802 ; 0.019802
possibility bn:00045632n ; 0.329787 ; 0.188235 ; 0.207792 ; 0.039604 ; 0.111111 ; 0.0812183 ; 0.0615385 ; 0.2 ; 0.222222 ; 0.219178 ; 0.139738 ; 0.107383 ; 0.119403 ; 0.107383 ; 0.0493827 ; 0.0493827 ; 0.177778 ; 0.355556 ; 0.115942 ; 0.0615385 ; 0.031746 ; 0.210526 ; 0.0914286 ; 0.0547945 ; 0.0776699 ; 0.1 ; 0.166667 ; 0.242188 ; 0.222222 ; 0.152381 ; 0.52459 ; 0.152381 ; 0.0273973 ; 0.364706 ; 0.0941176 ; 0.107383 ; 0.430556 ; 0.0601504 ; 0.256 ; 0.432432 ; 0.271186 ; 0.115942 ; 0.52459 ; 0.045977 ; 0.123077 ; 0.0655738 ; 0.1 ; 0.123077 ; 0.0615385 ; 0.0634921 ; 0.246154 ; 1 ; 0.0547945 ; 0.133333 ; 0.0987654 ; 0.0327869 ; 0.031746 ; 0.168421 ; 0.108108 ; 0.0327869 ; 0.246154 ; 0.115942 ; 0.0327869 ; 0.197531 ; 0.0327869 ; 0.0615385 ; 0.0615385 ; 0.262295 ; 0.131148 ; 0.091954 ; 0.0655738 ; 0.0655738 ; 0.0792079 ; 0.08 ; 0.031746 ; 0.0615385 ; 0.0298507 ; 0.016129 ; 0.016129 ; 0.016129 ; 0.0655738 ; 0.0327869 ; 0.0655738 ; 0.031746 ; 0.0655738 ; 0.016129 ; 0.0327869 ; 0.0465116 ; 0.031746 ; 0.0149254 ; 0.0327869 ; 0.0327869 ; 0.016129 ; 0.016129 ; 0.0273973 ; 0.016129 ; 0.0298507 ; 0.0327869 ; 0.031746 ; 0.0327869 ; 0.0327869 ; 0.0149254 ; 0.016129 ; 0.0147059 ; 0.016129 ; 0.031746 ; 0.016129 ; 0.016129 ; 0.016129 ; 0.016129 ; 0.016129
light bn:00051108n ; 0.025641 ; 0.0769231 ; 0.0909091 ; 0.153846 ; 0.0606061 ; 0.05 ; 0.0909091 ; 0.0143885 ; 0.13913 ; 0.047619 ; 0.08 ; 0.153846 ; 0.153846 ; 0.153846 ; 0.025641 ; 0.0526316 ; 0.0701754 ; 0.115942 ; 0.142857 ; 0.2 ; 0.0526316 ; 0.0930233 ; 0.057971 ; 0.142857 ; 0.137931 ; 0.0487805 ; 0.135593 ; 0.163265 ; 0.102564 ; 0.266667 ; 0.0909091 ; 0.117647 ; 0.363636 ; 0.0289855 ; 0.2 ; 0.153846 ; 0.0357143 ; 0.0434783 ; 0.0769231 ; 0.0701754 ; 0.0824742 ; 0.142857 ; 0.0909091 ; 0.533333 ; 0.0769231 ; 0.111111 ; 0.0487805 ; 0.0860215 ; 0.2 ; 0.1 ; 0.158416 ; 0.0547945 ; 1 ; 0.0963855 ; 0.222222 ; 0.125 ; 0.25 ; 0.0645161 ; 0.0571429 ; 0.125 ; 0.158416 ; 0.333333 ; 0.125 ; 0.120301 ; 0.125 ; 0.5 ; 0.2 ; 0.0666667 ; 0.2 ; 0.190476 ; 0.111111 ; 0.0526316 ; 0.142857 ; 0.145455 ; 0.0526316 ; 0.0909091 ; 0.2 ; 0.125 ; 0.0588235 ; 0.125 ; 0.0526316 ; 0.0588235 ; 0.0526316 ; 0.0526316 ; 0.0526316 ; 0.125 ; 0.125 ; 0.097561 ; 0.25 ; 0.210526 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.0714286 ; 0.0588235 ; 0.0909091 ; 0.0588235 ; 0.0526316 ; 0.0588235 ; 0.0588235 ; 0.0952381 ; 0.0588235 ; 0.0909091 ; 0.0588235 ; 0.111111 ; 0.0588235 ; 0.125 ; 0.125 ; 0.125 ; 0.125
second bn:00095974a ; 0.112 ; 0.138614 ; 0.175824 ; 0.0720721 ; 0.0804598 ; 0.140704 ; 0.0506329 ; 0.136364 ; 0.202532 ; 0.040404 ; 0.238739 ; 0.420635 ; 0.0987654 ; 0.420635 ; 0.151163 ; 0.0421053 ; 0.153846 ; 0.133333 ; 0.213333 ; 0.0506329 ; 0.0128205 ; 0.0392157 ; 0.158192 ; 0.045977 ; 0.146789 ; 0.186047 ; 0.285714 ; 0.101911 ; 0.159091 ; 0.134454 ; 0.175824 ; 0.134454 ; 0.0987654 ; 0.0655738 ; 0.175824 ; 0.420635 ; 0.0733945 ; 0.0544218 ; 0.449153 ; 0.153846 ; 0.451327 ; 0.0963855 ; 0.175824 ; 0.0824742 ; 0.101266 ; 0.0533333 ; 0.172414 ; 0.203008 ; 0.0506329 ; 0.0519481 ; 0.1 ; 0.133333 ; 0.0963855 ; 1 ; 0.373333 ; 0.0266667 ; 0.025974 ; 0.0683761 ; 0.2 ; 0.0266667 ; 0.1 ; 0.213333 ; 0.0266667 ; 0.181818 ; 0.0266667 ; 0.106667 ; 0.106667 ; 0.0963855 ; 0.106667 ; 0.159574 ; 0.0533333 ; 0.0533333 ; 0.294737 ; 0.297872 ; 0.025974 ; 0.0506329 ; 0.0506329 ; 0.0131579 ; 0.0266667 ; 0.0266667 ; 0.025974 ; 0.0131579 ; 0.025974 ; 0.0533333 ; 0.025974 ; 0.0266667 ; 0.0266667 ; 0.168539 ; 0.0533333 ; 0.0512821 ; 0.0266667 ; 0.0266667 ; 0.0266667 ; 0.0266667 ; 0.0470588 ; 0.0131579 ; 0.0506329 ; 0.0266667 ; 0.025974 ; 0.0266667 ; 0.0266667 ; 0.0512821 ; 0.0266667 ; 0.0506329 ; 0.0266667 ; 0.025974 ; 0.0131579 ; 0.0266667 ; 0.0266667 ; 0.0266667 ; 0.0266667
merely bn:00114626r ; 0.0454545 ; 0.0625 ; 0.153846 ; 0.125 ; 0.0444444 ; 0.0465116 ; 0.125 ; 0.0551724 ; 0.125984 ; 0.037037 ; 0.14 ; 0.269231 ; 0.235294 ; 0.269231 ; 0.0833333 ; 0.0833333 ; 0.123077 ; 0.0987654 ; 0.222222 ; 0.125 ; 0.0322581 ; 0.0350877 ; 0.0533333 ; 0.1 ; 0.114286 ; 0.170213 ; 0.54902 ; 0.145455 ; 0.0784314 ; 0.1 ; 0.153846 ; 0.222222 ; 0.235294 ; 0.0506329 ; 0.153846 ; 0.269231 ; 0.0606061 ; 0.0384615 ; 0.291667 ; 0.123077 ; 0.158416 ; 0.222222 ; 0.153846 ; 0.16 ; 0.111111 ; 0.142857 ; 0.170213 ; 0.0761905 ; 0.125 ; 0.0625 ; 0.0661157 ; 0.0987654 ; 0.222222 ; 0.373333 ; 1 ; 0.0714286 ; 0.0666667 ; 0.0540541 ; 0.195122 ; 0.0714286 ; 0.0661157 ; 0.571429 ; 0.0714286 ; 0.110345 ; 0.0714286 ; 0.285714 ; 0.125 ; 0.1 ; 0.285714 ; 0.319149 ; 0.0666667 ; 0.0666667 ; 0.245902 ; 0.119403 ; 0.0666667 ; 0.125 ; 0.125 ; 0.0344828 ; 0.0344828 ; 0.0714286 ; 0.0322581 ; 0.0344828 ; 0.0322581 ; 0.0666667 ; 0.0322581 ; 0.0714286 ; 0.0714286 ; 0.0754717 ; 0.142857 ; 0.129032 ; 0.0714286 ; 0.0714286 ; 0.0714286 ; 0.0714286 ; 0.05 ; 0.0344828 ; 0.0588235 ; 0.0344828 ; 0.0322581 ; 0.0344828 ; 0.0344828 ; 0.129032 ; 0.0344828 ; 0.125 ; 0.0714286 ; 0.0666667 ; 0.0344828 ; 0.0714286 ; 0.0714286 ; 0.0714286 ; 0.0714286
reg bn:01922794n ; 0.03125 ; 0.05 ; 0.030303 ; 0.0222222 ; 0.105263 ; 0.0131579 ; 0.111111 ; 0.016 ; 0.0173913 ; 0.0714286 ; 0.01 ; 0.0192308 ; 0.142857 ; 0.0192308 ; 0.04 ; 0.04 ; 0.0444444 ; 0.0327869 ; 0.125 ; 0.25 ; 0.2 ; 0.03125 ; 0.00763359 ; 0.125 ; 0.04 ; 0.0740741 ; 0.0392157 ; 0.0204082 ; 0.0740741 ; 0.0333333 ; 0.0625 ; 0.0333333 ; 0.142857 ; 0.0363636 ; 0.030303 ; 0.0192308 ; 0.047619 ; 0.0123457 ; 0.0208333 ; 0.0444444 ; 0.0224719 ; 0.125 ; 0.0625 ; 0.0666667 ; 0.166667 ; 0.5 ; 0.0357143 ; 0.0235294 ; 0.25 ; 0.333333 ; 0.019802 ; 0.0327869 ; 0.125 ; 0.0266667 ; 0.0714286 ; 1 ; 0.5 ; 0.04 ; 0.0952381 ; 1 ; 0.019802 ; 0.125 ; 1 ; 0.0150376 ; 1 ; 0.25 ; 0.25 ; 0.125 ; 0.25 ; 0.0588235 ; 0.5 ; 0.2 ; 0.0204082 ; 0.0208333 ; 0.2 ; 0.111111 ; 0.111111 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.2 ; 0.333333 ; 0.2 ; 0.2 ; 0.2 ; 0.333333 ; 0.333333 ; 0.0333333 ; 0.2 ; 0.125 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.0666667 ; 0.333333 ; 0.111111 ; 0.333333 ; 0.2 ; 0.333333 ; 0.333333 ; 0.125 ; 0.333333 ; 0.111111 ; 0.333333 ; 0.2 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
timers bn:00077309n ; 0.030303 ; 0.047619 ; 0.0285714 ; 0.0434783 ; 0.0952381 ; 0.0263158 ; 0.0909091 ; 0.015748 ; 0.0347826 ; 0.0666667 ; 0.02 ; 0.0384615 ; 0.125 ; 0.0384615 ; 0.037037 ; 0.037037 ; 0.0425532 ; 0.0655738 ; 0.111111 ; 0.2 ; 0.142857 ; 0.0606061 ; 0.0151515 ; 0.111111 ; 0.08 ; 0.0689655 ; 0.0377358 ; 0.0408163 ; 0.0689655 ; 0.0666667 ; 0.0588235 ; 0.0322581 ; 0.285714 ; 0.0350877 ; 0.0588235 ; 0.0384615 ; 0.0454545 ; 0.0243902 ; 0.0204082 ; 0.0425532 ; 0.021978 ; 0.111111 ; 0.0588235 ; 0.133333 ; 0.142857 ; 0.333333 ; 0.0333333 ; 0.0229885 ; 0.2 ; 0.25 ; 0.039604 ; 0.031746 ; 0.25 ; 0.025974 ; 0.0666667 ; 0.5 ; 1 ; 0.08 ; 0.0869565 ; 0.5 ; 0.039604 ; 0.111111 ; 0.5 ; 0.0300752 ; 0.5 ; 0.2 ; 0.2 ; 0.111111 ; 0.2 ; 0.0555556 ; 0.333333 ; 0.142857 ; 0.04 ; 0.0408163 ; 0.142857 ; 0.0909091 ; 0.2 ; 0.5 ; 0.2 ; 0.2 ; 0.142857 ; 0.2 ; 0.142857 ; 0.142857 ; 0.142857 ; 0.2 ; 0.2 ; 0.03125 ; 0.142857 ; 0.222222 ; 0.2 ; 0.2 ; 0.2 ; 0.2 ; 0.0588235 ; 0.2 ; 0.0909091 ; 0.2 ; 0.142857 ; 0.2 ; 0.2 ; 0.1 ; 0.2 ; 0.0909091 ; 0.2 ; 0.142857 ; 0.2 ; 0.2 ; 0.2 ; 0.2 ; 0.2
syntax bn:00062118n ; 0.163265 ; 0.0465116 ; 0.108108 ; 0.0444444 ; 0.131148 ; 0.16763 ; 0.0740741 ; 0.190476 ; 0.231343 ; 0.21875 ; 0.25 ; 0.115942 ; 0.0666667 ; 0.115942 ; 0.121212 ; 0.0571429 ; 0.202532 ; 0.3875 ; 0.137931 ; 0.0357143 ; 0.0188679 ; 0.109589 ; 0.0909091 ; 0.03125 ; 0.0869565 ; 0.262295 ; 0.0412371 ; 0.121212 ; 0.0547945 ; 0.0784314 ; 0.108108 ; 0.0784314 ; 0.0666667 ; 0.363636 ; 0.108108 ; 0.115942 ; 0.210526 ; 0.130435 ; 0.057971 ; 0.091954 ; 0.130081 ; 0.137931 ; 0.242424 ; 0.111111 ; 0.148148 ; 0.08 ; 0.115942 ; 0.0629921 ; 0.0740741 ; 0.0769231 ; 0.118519 ; 0.168421 ; 0.0645161 ; 0.0683761 ; 0.0540541 ; 0.04 ; 0.08 ; 1 ; 0.126984 ; 0.04 ; 0.118519 ; 0.0645161 ; 0.04 ; 0.0958084 ; 0.04 ; 0.0357143 ; 0.0740741 ; 0.32 ; 0.0740741 ; 0.05 ; 0.08 ; 0.08 ; 0.0888889 ; 0.0898876 ; 0.08 ; 0.0357143 ; 0.0740741 ; 0.04 ; 0.0196078 ; 0.0196078 ; 0.0384615 ; 0.0196078 ; 0.0384615 ; 0.0384615 ; 0.0384615 ; 0.0196078 ; 0.0196078 ; 0.0533333 ; 0.0188679 ; 0.0363636 ; 0.0196078 ; 0.0196078 ; 0.0196078 ; 0.0196078 ; 0.0322581 ; 0.0196078 ; 0.0357143 ; 0.04 ; 0.08 ; 0.04 ; 0.04 ; 0.0178571 ; 0.0196078 ; 0.0357143 ; 0.0196078 ; 0.0384615 ; 0.04 ; 0.0196078 ; 0.0196078 ; 0.0196078 ; 0.0196078
substates bn:00964536n ; 0.164384 ; 0.109091 ; 0.0816327 ; 0.031746 ; 0.176471 ; 0.0745342 ; 0.0740741 ; 0.168 ; 0.0625 ; 0.0888889 ; 0.0780488 ; 0.201923 ; 0.129032 ; 0.201923 ; 0.216216 ; 0.0465116 ; 0.137931 ; 0.108108 ; 0.275862 ; 0.0740741 ; 0.0869565 ; 0.04 ; 0.0272109 ; 0.0571429 ; 0.126984 ; 0.5 ; 0.125 ; 0.0347826 ; 0.0909091 ; 0.0519481 ; 0.177778 ; 0.0519481 ; 0.129032 ; 0.117647 ; 0.0816327 ; 0.201923 ; 0.145455 ; 0.0412371 ; 0.158416 ; 0.222222 ; 0.0784314 ; 0.121212 ; 0.177778 ; 0.0408163 ; 0.571429 ; 0.190476 ; 0.2 ; 0.0392157 ; 0.0740741 ; 0.285714 ; 0.0338983 ; 0.108108 ; 0.0571429 ; 0.2 ; 0.195122 ; 0.0952381 ; 0.0869565 ; 0.126984 ; 1 ; 0.0952381 ; 0.0338983 ; 0.121212 ; 0.0952381 ; 0.084507 ; 0.0952381 ; 0.0740741 ; 0.16 ; 0.275862 ; 0.16 ; 0.0784314 ; 0.190476 ; 0.190476 ; 0.131148 ; 0.0625 ; 0.0869565 ; 0.0740741 ; 0.0740741 ; 0.0454545 ; 0.0454545 ; 0.0454545 ; 0.0869565 ; 0.0454545 ; 0.0869565 ; 0.190476 ; 0.0869565 ; 0.0454545 ; 0.0454545 ; 0.0416667 ; 0.0416667 ; 0.0769231 ; 0.0454545 ; 0.0454545 ; 0.0454545 ; 0.0454545 ; 0.0606061 ; 0.0454545 ; 0.0740741 ; 0.0952381 ; 0.0869565 ; 0.0952381 ; 0.0952381 ; 0.0769231 ; 0.0454545 ; 0.0740741 ; 0.0952381 ; 0.0416667 ; 0.0454545 ; 0.0454545 ; 0.0454545 ; 0.0454545 ; 0.0454545
conditional bn:00100214a ; 0.03125 ; 0.05 ; 0.030303 ; 0.0222222 ; 0.105263 ; 0.0131579 ; 0.111111 ; 0.016 ; 0.0173913 ; 0.0714286 ; 0.01 ; 0.0192308 ; 0.142857 ; 0.0192308 ; 0.04 ; 0.04 ; 0.0444444 ; 0.0327869 ; 0.125 ; 0.25 ; 0.2 ; 0.03125 ; 0.00763359 ; 0.125 ; 0.04 ; 0.0740741 ; 0.0392157 ; 0.0204082 ; 0.0740741 ; 0.0333333 ; 0.0625 ; 0.0333333 ; 0.142857 ; 0.0363636 ; 0.030303 ; 0.0192308 ; 0.047619 ; 0.0123457 ; 0.0208333 ; 0.0444444 ; 0.0224719 ; 0.125 ; 0.0625 ; 0.0666667 ; 0.166667 ; 0.5 ; 0.0357143 ; 0.0235294 ; 0.25 ; 0.333333 ; 0.019802 ; 0.0327869 ; 0.125 ; 0.0266667 ; 0.0714286 ; 1 ; 0.5 ; 0.04 ; 0.0952381 ; 1 ; 0.019802 ; 0.125 ; 1 ; 0.0150376 ; 1 ; 0.25 ; 0.25 ; 0.125 ; 0.25 ; 0.0588235 ; 0.5 ; 0.2 ; 0.0204082 ; 0.0208333 ; 0.2 ; 0.111111 ; 0.111111 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.2 ; 0.333333 ; 0.2 ; 0.2 ; 0.2 ; 0.333333 ; 0.333333 ; 0.0333333 ; 0.2 ; 0.125 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.0666667 ; 0.333333 ; 0.111111 ; 0.333333 ; 0.2 ; 0.333333 ; 0.333333 ; 0.125 ; 0.333333 ; 0.111111 ; 0.333333 ; 0.2 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
defined bn:00086465v ; 0.107383 ; 0.128 ; 0.136752 ; 0.124031 ; 0.0714286 ; 0.134529 ; 0.0380952 ; 0.0761905 ; 0.375796 ; 0.141593 ; 0.243802 ; 0.184971 ; 0.036036 ; 0.184971 ; 0.0162602 ; 0.0330579 ; 0.123077 ; 0.246154 ; 0.0733945 ; 0.0792079 ; 0.0194175 ; 0.306931 ; 0.160804 ; 0.0733945 ; 0.247934 ; 0.0322581 ; 0.117647 ; 0.353741 ; 0.142857 ; 0.594059 ; 0.136752 ; 0.110345 ; 0.0747664 ; 0.114286 ; 0.136752 ; 0.184971 ; 0.125984 ; 0.0903614 ; 0.193939 ; 0.123077 ; 0.202532 ; 0.0353982 ; 0.136752 ; 0.13913 ; 0.0366972 ; 0.0194175 ; 0.0322581 ; 0.207792 ; 0.0792079 ; 0.038835 ; 1 ; 0.246154 ; 0.158416 ; 0.1 ; 0.0661157 ; 0.019802 ; 0.039604 ; 0.118519 ; 0.0338983 ; 0.019802 ; 1 ; 0.0733945 ; 0.019802 ; 0.344828 ; 0.019802 ; 0.0792079 ; 0.0792079 ; 0.0733945 ; 0.0380952 ; 0.134454 ; 0.039604 ; 0.0194175 ; 0.120301 ; 0.121212 ; 0.00961538 ; 0.0380952 ; 0.0380952 ; 0.019802 ; 0.00980392 ; 0.019802 ; 0.039604 ; 0.019802 ; 0.039604 ; 0.0194175 ; 0.039604 ; 0.019802 ; 0.019802 ; 0.0655738 ; 0.039604 ; 0.0384615 ; 0.019802 ; 0.019802 ; 0.019802 ; 0.019802 ; 0.0176991 ; 0.00980392 ; 0.0380952 ; 0.019802 ; 0.0194175 ; 0.019802 ; 0.019802 ; 0.0188679 ; 0.00980392 ; 0.0186916 ; 0.00980392 ; 0.039604 ; 0.00980392 ; 0.019802 ; 0.019802 ; 0.019802 ; 0.019802
formal syntax bn:01042120n ; 0.0526316 ; 0.0769231 ; 0.2 ; 0.0714286 ; 0.0606061 ; 0.05 ; 0.2 ; 0.0291971 ; 0.13913 ; 0.047619 ; 0.08 ; 0.153846 ; 0.363636 ; 0.153846 ; 0.0526316 ; 0.111111 ; 0.150943 ; 0.115942 ; 0.333333 ; 0.2 ; 0.0526316 ; 0.0444444 ; 0.057971 ; 0.142857 ; 0.0645161 ; 0.102564 ; 0.313725 ; 0.163265 ; 0.102564 ; 0.117647 ; 0.2 ; 0.266667 ; 0.153846 ; 0.0597015 ; 0.2 ; 0.153846 ; 0.0740741 ; 0.0434783 ; 0.166667 ; 0.150943 ; 0.179775 ; 0.333333 ; 0.2 ; 0.210526 ; 0.166667 ; 0.25 ; 0.102564 ; 0.0860215 ; 0.2 ; 0.1 ; 0.0733945 ; 0.115942 ; 0.333333 ; 0.213333 ; 0.571429 ; 0.125 ; 0.111111 ; 0.0645161 ; 0.121212 ; 0.125 ; 0.0733945 ; 1 ; 0.125 ; 0.120301 ; 0.125 ; 0.5 ; 0.2 ; 0.142857 ; 0.5 ; 0.190476 ; 0.111111 ; 0.111111 ; 0.142857 ; 0.145455 ; 0.111111 ; 0.2 ; 0.2 ; 0.0588235 ; 0.0588235 ; 0.125 ; 0.0526316 ; 0.0588235 ; 0.0526316 ; 0.0526316 ; 0.0526316 ; 0.125 ; 0.125 ; 0.097561 ; 0.25 ; 0.0952381 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.0714286 ; 0.0588235 ; 0.0909091 ; 0.0588235 ; 0.0526316 ; 0.0588235 ; 0.0588235 ; 0.0952381 ; 0.0588235 ; 0.0909091 ; 0.0588235 ; 0.111111 ; 0.0588235 ; 0.125 ; 0.125 ; 0.125 ; 0.125
