;C3.csv;C5.csv;C6.csv
fonctionnement bn:00059128n;1; 1; 0; 
remarque bn:00020977n;1; 1; 0; 
autre bn:00108013a;1; 1; 0; 
traiter de bn:00083202v;1; 1; 0; 
aborder bn:00084117v;1; 1; 0; 
universitaires bn:00110169a;1; 1; 0; 
autonome bn:00097830a;1; 1; 0; 
logiciel bn:00021497n;1; 1; 0; 
docbook bn:03194644n;1; 1; 0; 
texte source bn:03152229n;1; 1; 0; 
emacs bn:01156253n;1; 1; 0; 
dtd bn:15232677n;1; 1; 0; 
disponible bn:00097848a;1; 1; 0; 
seul bn:00110667a;1; 1; 0; 
langage naturels bn:00056990n;1; 1; 0; 
ordinateur bn:00021464n;1; 1; 0; 
processeur bn:00014395n;1; 1; 0; 
réécrire bn:00092997v;1; 1; 0; 
portabilité bn:03720519n;1; 1; 0; 
langage compilés bn:00981689n;1; 1; 0; 
intelligible bn:00097389a;1; 1; 0; 
point de vue bn:00063237n;1; 1; 0; 
auxiliaire bn:00007423n;1; 1; 0; 
mesure bn:00090716v;1; 1; 0; 
exécutable bn:00102521a;1; 1; 0; 
compilé bn:00085470v;1; 1; 0; 
confidentialité bn:00021748n;1; 1; 0; 
paiement bn:00061119n;1; 1; 0; 
paiement en ligne bn:05011741n;1; 1; 0; 
lisp bn:00051502n;1; 1; 0; 
applets bn:00005083n;1; 1; 0; 
page web dynamiques bn:00937946n;1; 1; 0; 
flash bn:01369336n;1; 1; 0; 
problématique bn:00097982a;1; 1; 0; 
contrôle de sécurité bn:03784539n;1; 1; 0; 
validité bn:01410980n;1; 1; 0; 
être extrait bn:00087897v;1; 1; 0; 
réalité bn:00066414n;1; 1; 0; 
outil de développement bn:03072994n;1; 1; 0; 
importer bn:00046139n;1; 1; 0; 
application web bn:02246184n;1; 1; 0; 
tant bn:00114490r;1; 1; 0; 
cas particulier bn:02482901n;1; 1; 0; 
générale bn:00103507a;1; 1; 0; 
quelconques bn:00097433a;1; 1; 0; 
soustraction bn:00055233n;1; 1; 0; 
classiques bn:00019566n;1; 1; 0; 
inférieur bn:00035700n;1; 1; 0; 
table de multiplication bn:03381903n;1; 1; 0; 
factorielles bn:00032673n;1; 1; 0; 
enfant bn:00018346n;1; 1; 0; 
common gateway interface bn:03588331n;1; 1; 0; 
pouvoir bn:00084451v;1; 1; 0; 
après bn:00114165r;1; 1; 0; 
bouton radio bn:03157702n;1; 1; 0; 
radio bn:00065899n;1; 1; 0; 
case à cocher bn:03157691n;1; 1; 0; 
clic bn:00019758n;1; 1; 0; 
exclusifs bn:00102512a;1; 1; 0; 
sélectionner bn:00084931v;1; 1; 0; 
avoir accès bn:00082209v;1; 1; 0; 
phrase bn:00070528n;1; 1; 0; 
bébé bn:00007630n;1; 1; 0; 
distance bn:00027749n;1; 1; 0; 
vrai bn:00078452n;1; 1; 0; 
nom de personne bn:03150299n;1; 1; 0; 
permis de chasse bn:00037195n;1; 1; 0; 
capital bn:00015496n;1; 1; 0; 
coûter bn:00083193v;1; 1; 0; 
groupe bn:00041942n;1; 1; 0; 
liste déroulante bn:00028831n;1; 1; 0; 
incomplète bn:00104851a;1; 1; 0; 
devinette bn:00012686n;1; 1; 0; 
manipulation bn:00042822n;1; 1; 0; 
abuser bn:00090815v;1; 1; 0; 
string bn:00050078n;1; 1; 0; 
matrice bn:00053849n;1; 1; 0; 
boucle for bn:03237322n;1; 1; 0; 
couple bn:00012597n;1; 1; 0; 
touch bn:03178622n;1; 1; 0; 
hoaxbuster bn:04764839n;1; 1; 0; 
virus bn:00021501n;1; 1; 0; 
e-mail bn:00029345n;1; 1; 0; 
identifier bn:00089575v;1; 1; 0; 
xxvii bn:00000091n;1; 1; 0; 
pilote bn:00026721n;1; 1; 0; 
fonction de base bn:03294262n;1; 1; 0; 
migration bn:00261245n;1; 1; 0; 
comme bn:00117173r;1; 1; 0; 
adodb bn:00868267n;1; 1; 0; 
metadata bn:00054548n;1; 1; 0; 
mssql bn:00605043n;1; 1; 0; 
firebird bn:02246711n;1; 1; 0; 
informix bn:03306725n;1; 1; 0; 
odbc bn:14228731n;1; 1; 0; 
clore bn:00087609v;1; 1; 0; 
explicitement bn:00115285r;1; 1; 0; 
ansi bn:03507104n;1; 1; 0; 
homogène bn:00104286a;1; 1; 0; 
adresse mail bn:02312462n;1; 1; 0; 
copier-coller bn:00797466n;1; 1; 0; 
rendre bn:00067105n;1; 1; 0; 
détecter bn:00086708v;1; 1; 0; 
envier bn:00083351v;1; 1; 0; 
souhaitable bn:00101237a;1; 1; 0; 
force brute bn:00149736n;1; 1; 0; 
bc bn:15403265n;1; 1; 0; 
temps de calcul bn:00068589n;1; 1; 0; 
compliquer bn:00085483v;1; 1; 0; 
chaîne littérale bn:01271375n;1; 1; 0; 
tex bn:02362481n;1; 1; 0; 
alex bn:03665083n;1; 1; 0; 
thomas bn:00005240n;1; 1; 0; 
avoir envie de bn:00088107v;1; 1; 0; 
impératif bn:00104644a;1; 1; 0; 
fonctionnalité bn:00036836n;1; 1; 0; 
archiver bn:00005448n;1; 1; 0; 
stocker bn:00089368v;1; 1; 0; 
particulier bn:00073185n;1; 1; 0; 
data source name bn:03804134n;1; 1; 0; 
héberger bn:00082216v;1; 1; 0; 
légèrement bn:00116111r;1; 1; 0; 
configurer bn:00085667v;1; 1; 0; 
affichage bn:00027675n;1; 1; 0; 
tel bn:00000005n;1; 1; 0; 
fax bn:00032653n;1; 1; 0; 
guise bn:00000146n;1; 1; 0; 
rows bn:03611246n;1; 1; 0; 
bcd bn:16690020n;1; 1; 0; 
sous-répertoire bn:00074880n;1; 1; 0; 
article de presse bn:14993780n;1; 1; 0; 
copier bn:00022534n;1; 1; 0; 
horizontale bn:00104328a;1; 1; 0; 
fin de paragraphe bn:03475717n;1; 1; 0; 
système d’exploitation bn:00059123n;1; 1; 0; 
disque dur bn:00073359n;1; 1; 0; 
disquette bn:00027619n;1; 1; 0; 
mini-site bn:00251724n;1; 1; 0; 
accès libre bn:04691509n;1; 1; 0; 
libre bn:00099806a;1; 1; 0; 
numéro de téléphone bn:00058286n;1; 1; 0; 
téléphone bn:00062020n;1; 1; 0; 
énoncé bn:00087699v;1; 1; 0; 
punition bn:00061325n;1; 1; 0; 
récursive bn:00109560a;1; 1; 0; 
retour bn:00046318n;1; 1; 0; 
or bn:00006911n;1; 1; 0; 
compléter bn:00085479v;1; 1; 0; 
féminin bn:00102884a;1; 1; 0; 
chasse bn:00045245n;1; 1; 0; 
chiens bn:00015267n;1; 1; 0; 
amis bn:00036538n;1; 1; 0; 
bienvenue bn:00080852n;1; 1; 0; 
interdit bn:04029035n;1; 1; 0; 
correct bn:00100490a;1; 1; 0; 
limiter bn:00086468v;1; 1; 0; 
min bn:00055094n;1; 1; 0; 
triche bn:00017978n;1; 1; 0; 
pipotron bn:04723513n;1; 1; 0; 
égard bn:00031654n;1; 1; 0; 
dégradation bn:02639083n;1; 1; 0; 
convient bn:00094581v;1; 1; 0; 
anticiper bn:00082665v;1; 1; 0; 
préoccuper bn:00085522v;1; 1; 0; 
remémorer bn:00084413v;1; 1; 0; 
globalité bn:00031025n;1; 1; 0; 
possession bn:00059958n;1; 1; 0; 
bon sens bn:00021164n;1; 1; 0; 
correspondante bn:00096282a;1; 1; 0; 
onglets bn:00120018n;1; 1; 0; 
sciences bn:00069670n;1; 1; 0; 
créer bn:00086008v;1; 1; 0; 
chansons bn:00072794n;1; 1; 0; 
genre musicaux bn:00037743n;1; 1; 0; 
parole bn:00049911n;1; 1; 0; 
statistique bn:00074061n;1; 1; 0; 
droit d’auteur bn:03579896n;1; 1; 0; 
supprimer bn:00086081v;1; 1; 0; 
paroles de chanson bn:03103700n;1; 1; 0; 
orthographe bn:00059588n;1; 1; 0; 
familiarisation bn:00032889n;1; 1; 0; 
créneau horaires bn:00072215n;1; 1; 0; 
pouvoir bn:00063940n;1; 1; 0; 
notification bn:00005139n;1; 1; 0; 
tableur bn:00073631n;1; 1; 0; 
dérouler bn:00085568v;1; 1; 0; 
rue bn:00074595n;1; 1; 0; 
seance bn:03262459n;1; 1; 0; 
club de tennis bn:00076523n;1; 1; 0; 
tennis bn:00050287n;1; 1; 0; 
défaire bn:00083247v;1; 1; 0; 
payer bn:00091494v;1; 1; 0; 
sport bn:00006759n;1; 1; 0; 
matériel bn:00021480n;1; 1; 0; 
civile bn:00099730a;1; 1; 0; 
clavier bn:00021482n;1; 1; 0; 
vol bn:00050004n;1; 1; 0; 
dégradation bn:03664474n;1; 1; 0; 
mettre en prison bn:00088673v;1; 1; 0; 
vainqueur bn:00079944n;1; 1; 0; 
logistiques bn:00051869n;1; 1; 0; 
match bn:00090698v;1; 1; 0; 
caravane bn:02932902n;1; 1; 0; 
branchement bn:00131727n;1; 1; 0; 
lit bn:00009472n;1; 1; 0; 
lit pliants bn:00015043n;1; 1; 0; 
nuit bn:00025236n;1; 1; 0; 
redevance bn:00068452n;1; 1; 0; 
véhicules bn:00079675n;1; 1; 0; 
courrier publicitaires bn:00027338n;1; 1; 0; 
publicitaires bn:00109098a;1; 1; 0; 
car bn:00007329n;1; 1; 0; 
réfrigérateur bn:00045744n;1; 1; 0; 
prestation bn:00064923n;1; 1; 0; 
localisation géographique bn:01504309n;1; 1; 0; 
téléphone bn:00084387v;1; 1; 0; 
entendre bn:00007120n;1; 1; 0; 
fin bn:00105751a;1; 1; 0; 
presque bn:00114079r;1; 1; 0; 
adhérents bn:00001362n;1; 1; 0; 
adhesion bn:00001361n;1; 1; 0; 
euro bn:00031888n;1; 1; 0; 
moindre bn:00105825a;1; 1; 0; 
intuitive bn:00105365a;1; 1; 0; 
vital bn:00113642a;1; 1; 0; 
bibliothèque thématiques bn:00482485n;1; 1; 0; 
thématiques bn:00111800a;1; 1; 0; 
avantageront bn:00083414v;1; 1; 0; 
aphorisme bn:00004883n;1; 1; 0; 
logiciel libres bn:00182120n;1; 1; 0; 
décès bn:00025582n;1; 1; 0; 
seul bn:00114235r;1; 1; 0; 
lieu de naissance bn:00010686n;1; 1; 0; 
multimédia bn:00056283n;1; 1; 0; 
document officiel bn:00046963n;1; 1; 0; 
acte bn:00001077n;1; 1; 0; 
acte de naissance bn:00010670n;1; 1; 0; 
mariage bn:00053107n;1; 1; 0; 
minimales bn:00106755a;1; 1; 0; 
album bn:00002488n;1; 1; 0; 
photo bn:00062084n;1; 1; 0; 
import-export bn:15970061n;1; 1; 0; 
gedcom bn:02074085n;1; 1; 0; 
mormons bn:00019012n;1; 1; 0; 
nom complet bn:01700772n;1; 1; 0; 
jésus-christ bn:00018805n;1; 1; 0; 
logiciel de généalogie bn:01872393n;1; 1; 0; 
stocker bn:00095635v;1; 1; 0; 
maladies bn:00027546n;1; 1; 0; 
bonheur bn:00042905n;1; 1; 0; 
organisation bn:00059480n;1; 1; 0; 
part bn:00070912n;1; 1; 0; 
exception bn:00059781n;1; 1; 0; 
sexe bn:00037634n;1; 1; 0; 
gravite bn:00089032v;1; 1; 0; 
administratif bn:00096474a;1; 1; 0; 
besoin de savoir bn:03234470n;1; 1; 0; 
fier bn:00103467a;1; 1; 0; 
temps partiel bn:01038658n;1; 1; 0; 
partiel bn:00108290a;1; 1; 0; 
décharges bn:00086914v;1; 1; 0; 
contrat bn:00022227n;1; 1; 0; 
libre accès bn:03097420n;1; 1; 0; 
enseignant bn:00089791v;1; 1; 0; 
vacataires bn:05008890n;1; 1; 0; 
deug bn:02806247n;1; 1; 0; 
service bn:00070651n;1; 1; 0; 
semestre bn:00000561n;1; 1; 0; 
universitaires bn:00096228a;1; 1; 0; 
universitaire bn:00079152n;1; 1; 0; 
économie bn:00029676n;1; 1; 0; 
histoire bn:00044268n;1; 1; 0; 
maître de conférence bn:14504106n;1; 1; 0; 
moins bn:00116104r;1; 1; 0; 
pédagogique bn:00108383a;1; 1; 0; 
titulaires bn:14132983n;1; 1; 0; 
cm bn:00017163n;1; 1; 0; 
travaux dirigés bn:04778693n;1; 1; 0; 
parler bn:00090283v;1; 1; 0; 
obliger bn:00083496v;1; 1; 0; 
philosophie bn:00061984n;1; 1; 0; 
bac bn:00044028n;1; 1; 0; 
chargé bn:14456945n;1; 1; 0; 
chargé de cours bn:16339539n;1; 1; 0; 
criminelles bn:00100650a;1; 1; 0; 
institutions bn:00046954n;1; 1; 0; 
politique bn:00108759a;1; 1; 0; 
littérature bn:00051538n;1; 1; 0; 
littérature germaniques bn:00434180n;1; 1; 0; 
romanes bn:00105767a;1; 1; 0; 
littérature arabes bn:03227656n;1; 1; 0; 
psychologie bn:00065026n;1; 1; 0; 
psychologie clinique bn:00019826n;1; 1; 0; 
psychologie sociale bn:00072543n;1; 1; 0; 
arts bn:00005927n;1; 1; 0; 
musique bn:00056443n;1; 1; 0; 
musicologie bn:00056479n;1; 1; 0; 
anthropologie bn:00004584n;1; 1; 0; 
éthnologie bn:00031731n;1; 1; 0; 
préhistoire bn:00064143n;1; 1; 0; 
civilisation bn:00019384n;1; 1; 0; 
archéologie bn:00005391n;1; 1; 0; 
contemporain bn:00100361a;1; 1; 0; 
géographie bn:00040163n;1; 1; 0; 
géographie physique bn:00062165n;1; 1; 0; 
espace bn:00046665n;1; 1; 0; 
mathématiques bn:00053823n;1; 1; 0; 
constituants bn:00100333a;1; 1; 0; 
chimie théorique bn:02502041n;1; 1; 0; 
chimie organique bn:00059474n;1; 1; 0; 
astronomie bn:00006663n;1; 1; 0; 
océanographie bn:00058585n;1; 1; 0; 
océanographie physique bn:03107326n;1; 1; 0; 
physique bn:00056996n;1; 1; 0; 
pharmaceutiques bn:00108518a;1; 1; 0; 
génie mécanique bn:00054054n;1; 1; 0; 
génie civil bn:00019361n;1; 1; 0; 
génie informatique bn:03287605n;1; 1; 0; 
procédés bn:03245758n;1; 1; 0; 
biochimie bn:00010518n;1; 1; 0; 
biologie bn:00010543n;1; 1; 0; 
biologie moléculaire bn:00055560n;1; 1; 0; 
moléculaire bn:00106855a;1; 1; 0; 
biologie cellulaire bn:00024908n;1; 1; 0; 
physiologie bn:00062182n;1; 1; 0; 
population bn:00063596n;1; 1; 0; 
écologie bn:00010564n;1; 1; 0; 
organismes bn:00009677n;1; 1; 0; 
éducation bn:00026980n;1; 1; 0; 
epistémologie bn:00031237n;1; 1; 0; 
cultures bn:01187943n;1; 1; 0; 
activité physiques bn:00032203n;1; 1; 0; 
théologie bn:00076827n;1; 1; 0; 
théologie catholique bn:00848908n;1; 1; 0; 
approche bn:00005141n;1; 1; 0; 
vinyl bn:00080027n;1; 1; 0; 
l’album bn:15350182n;1; 1; 0; 
ailleurs bn:00115192r;1; 1; 0; 
problème bn:00048242n;1; 1; 0; 
recherche bn:00067280n;1; 1; 0; 
là bn:00117260r;1; 1; 0; 
centrale bn:00063961n;1; 1; 0; 
intitulé bn:00043268n;1; 1; 0; 
rock bn:00068049n;1; 1; 0; 
pénétration bn:00053473n;1; 1; 0; 
date de sortie bn:02421166n;1; 1; 0; 
figurer bn:00014691n;1; 1; 0; 
code postal bn:00063770n;1; 1; 0; 
bureau bn:00001961n;1; 1; 0; 
compte en banque bn:00008374n;1; 1; 0; 
numéro isbn bn:00706122n;1; 1; 0; 
axiome bn:00007529n;1; 1; 0; 
residents bn:02413054n;1; 1; 0; 
rolling stones bn:02456824n;1; 1; 0; 
mick jagger bn:00047889n;1; 1; 0; 
keith richard bn:00801879n;1; 1; 0; 
john lennon bn:00048320n;1; 1; 0; 
futur bn:00036941n;1; 1; 0; 
code barre bn:00008480n;1; 1; 0; 
compositeur bn:00021397n;1; 1; 0; 
song bn:00072798n;1; 1; 0; 
varier bn:00082554v;1; 1; 0; 
velvet underground bn:01244350n;1; 1; 0; 
terry riley bn:02491941n;1; 1; 0; 
probabilité bn:00017624n;1; 1; 0; 
mémoriser bn:00085506v;1; 1; 0; 
conceptuel bn:00100194a;1; 1; 0; 
numero bn:15898115n;1; 1; 0; 
facilité bn:00032642n;1; 1; 0; 
alternative bn:00096899a;1; 1; 0; 
quanta bn:00065554n;1; 1; 0; 
intermédiaire bn:00105288a;1; 1; 0; 
associatif bn:00097619a;1; 1; 0; 
ébauche bn:00059783n;1; 1; 0; 
