X ; C3.csv ; C5.csv ; C6.csv ; CJA-automatic.csv
longueur bn:00050662n ; 0.25 ; 0.25 ; 0 ; 0.25
trim bn:00074703n ; 0.25 ; 0.25 ; 0.25 ; 0
invisibles bn:00105385a ; 0.125 ; 0 ; 0 ; 0.125
strcmp bn:13958358n ; 0.0625 ; 0 ; 0 ; 0
égale bn:00021326n ; 0.0625 ; 0 ; 0 ; 0
expiration bn:00026345n ; 0.0625 ; 0 ; 0 ; 0
avoir lieu bn:00085337v ; 0.5 ; 0.5 ; 0.5 ; 0.5
disponible bn:00097846a ; 0.125 ; 0 ; 0.125 ; 0
variable globale bn:02011863n ; 0.0625 ; 0 ; 0 ; 0
mot de passe bn:00023218n ; 0.125 ; 0 ; 0.125 ; 0
visiteur bn:03106425n ; 0.125 ; 0 ; 0.125 ; 0
authentification bn:03253409n ; 0.25 ; 0.25 ; 0.25 ; 0
déconnexion bn:00027504n ; 0.0625 ; 0 ; 0 ; 0
évidente bn:00097350a ; 0.0625 ; 0 ; 0 ; 0
connecté bn:00085628v ; 0.0625 ; 0 ; 0 ; 0
démarrer bn:00083342v ; 0.125 ; 0 ; 0.125 ; 0
balise html bn:02104867n ; 0.125 ; 0 ; 0.125 ; 0
sauvegarde bn:00007838n ; 0.125 ; 0 ; 0.125 ; 0
unset bn:00176172n ; 0.0625 ; 0 ; 0 ; 0
concerner bn:00083240v ; 0.5 ; 0.5 ; 0.5 ; 0.5
cookie de session bn:00070691n ; 0.0625 ; 0 ; 0 ; 0
ouverture de session bn:03885719n ; 0.5 ; 0.5 ; 0.5 ; 0.5
recommencer bn:00092914v ; 0.0625 ; 0 ; 0 ; 0
décompte bn:00086432v ; 0.125 ; 0 ; 0.125 ; 0
unix_timestamp bn:00124230n ; 0.0625 ; 0 ; 0 ; 0
retirer bn:00092783v ; 0.0625 ; 0 ; 0 ; 0
dll bn:02058089n ; 0.0625 ; 0 ; 0 ; 0
jpeg bn:00838809n ; 0.0625 ; 0 ; 0 ; 0
windows bitmap bn:01848933n ; 0.0625 ; 0 ; 0 ; 0
truecolor bn:04000779n ; 0.0625 ; 0 ; 0 ; 0
largeur bn:00012893n ; 0.0625 ; 0 ; 0 ; 0
gd bn:03462925n ; 0.0625 ; 0 ; 0 ; 0
gif bn:00444440n ; 0.0625 ; 0 ; 0 ; 0
psd bn:15712791n ; 0.0625 ; 0 ; 0 ; 0
tiff bn:00663058n ; 0.0625 ; 0 ; 0 ; 0
intel bn:00670400n ; 0.125 ; 0.125 ; 0 ; 0
rouge bn:00066631n ; 0.125 ; 0.125 ; 0 ; 0
vert bn:00041648n ; 0.125 ; 0.125 ; 0 ; 0
premier bn:00103006a ; 0.25 ; 0 ; 0.25 ; 0.25
rvb bn:01953314n ; 0.0625 ; 0 ; 0 ; 0
coordonnées bn:00022459n ; 0.0625 ; 0 ; 0 ; 0
total bn:00102277a ; 0.25 ; 0 ; 0.25 ; 0.25
zone bn:00005513n ; 0.125 ; 0 ; 0.125 ; 0
blue bn:00765896n ; 0.0625 ; 0 ; 0 ; 0
cercle bn:00019169n ; 0.125 ; 0 ; 0.125 ; 0
ellipse bn:00030406n ; 0.0625 ; 0 ; 0 ; 0
juste bn:00114626r ; 0.0625 ; 0 ; 0 ; 0
mot-clé bn:03277968n ; 0.0625 ; 0 ; 0 ; 0
constante bn:14692918n ; 0.125 ; 0 ; 0 ; 0.125
classe d bn:14503356n ; 0.0625 ; 0 ; 0 ; 0
autre bn:03870834n ; 0.25 ; 0 ; 0.25 ; 0.25
héritage multiple bn:01226081n ; 0.125 ; 0 ; 0 ; 0.125
classe a bn:17130264n ; 0.0625 ; 0 ; 0 ; 0
faire référence bn:00085006v ; 0.0625 ; 0 ; 0 ; 0
générique bn:00103518a ; 0.125 ; 0 ; 0 ; 0.125
type b bn:00007599n ; 0.0625 ; 0 ; 0 ; 0
ramasse-miettes bn:00037292n ; 0.125 ; 0 ; 0 ; 0.125
code objet bn:00058451n ; 0.0625 ; 0 ; 0 ; 0
clonage bn:04738539n ; 0.0625 ; 0 ; 0 ; 0
directe bn:00101420a ; 0.125 ; 0 ; 0 ; 0.125
explicite bn:00102589a ; 0.125 ; 0 ; 0 ; 0.125
via bn:01515703n ; 0.0625 ; 0 ; 0 ; 0
descripteur de fichiers bn:03441901n ; 0.0625 ; 0 ; 0 ; 0
o3 bn:01507028n ; 0.0625 ; 0 ; 0 ; 0
substituer bn:00087802v ; 0.0625 ; 0 ; 0 ; 0
être utile bn:00085368v ; 0.25 ; 0 ; 0.25 ; 0.25
utile bn:00113456a ; 0.125 ; 0 ; 0 ; 0.125
abstraire bn:00082180v ; 0.25 ; 0.25 ; 0 ; 0.25
abstraites bn:00096212a ; 0.125 ; 0 ; 0 ; 0.125
classe abstraite bn:03110061n ; 0.125 ; 0 ; 0 ; 0.125
dérivée bn:00026447n ; 0.0625 ; 0 ; 0 ; 0
implémentant bn:00084595v ; 0.125 ; 0 ; 0 ; 0.125
publique bn:00109211a ; 0.5 ; 0.5 ; 0.5 ; 0.5
redéfinition bn:00066711n ; 0.125 ; 0 ; 0 ; 0.125
final bn:01755798n ; 0.125 ; 0 ; 0 ; 0.125
final bn:00102969a ; 0.125 ; 0 ; 0 ; 0.125
prototypes bn:03593973n ; 0.0625 ; 0 ; 0 ; 0
template bn:02473997n ; 0.0625 ; 0 ; 0 ; 0
déclencher bn:00082306v ; 0.0625 ; 0 ; 0 ; 0
contraire bn:00100398a ; 0.0625 ; 0 ; 0 ; 0
variable bn:00113503a ; 0.125 ; 0 ; 0.125 ; 0
iterator bn:00967687n ; 0.125 ; 0 ; 0 ; 0.125
infos bn:00046705n ; 0.5 ; 0.5 ; 0.5 ; 0.5
numéro de ligne bn:03406633n ; 0.0625 ; 0 ; 0 ; 0
erreur bn:00031485n ; 0.0625 ; 0 ; 0 ; 0
parent bn:00060643n ; 0.125 ; 0 ; 0.125 ; 0
ancien système bn:01069561n ; 0.0625 ; 0 ; 0 ; 0
stream bn:02122367n ; 0.0625 ; 0 ; 0 ; 0
xampp bn:02350502n ; 0.125 ; 0.125 ; 0 ; 0
etc. bn:00114282r ; 0.25 ; 0.25 ; 0.25 ; 0
erreur de syntaxe bn:00075740n ; 0.0625 ; 0 ; 0 ; 0
intéresser bn:00089814v ; 0.0625 ; 0 ; 0 ; 0
comportement bn:00009657n ; 0.5 ; 0.5 ; 0.5 ; 0.5
réception bn:00066489n ; 0.125 ; 0 ; 0 ; 0.125
répéter bn:00089731v ; 0.125 ; 0.125 ; 0 ; 0
cas objet bn:00000786n ; 0.0625 ; 0 ; 0 ; 0
standard bn:00111129a ; 0.5 ; 0.5 ; 0.5 ; 0.5
internes bn:00105292a ; 0.125 ; 0 ; 0 ; 0.125
supporter bn:00093674v ; 0.0625 ; 0 ; 0 ; 0
remplissage bn:03416628n ; 0.125 ; 0 ; 0.125 ; 0
structure bn:00094491v ; 0.0625 ; 0 ; 0 ; 0
epub bn:01314222n ; 0 ; 0.0625 ; 0 ; 0
format pdf bn:01745594n ; 0 ; 0.125 ; 0.125 ; 0
caractéristique bn:00099532a ; 0 ; 0.25 ; 0.25 ; 0.25
installation bn:03478637n ; 0 ; 0.125 ; 0 ; 0.125
3.14 bn:00062194n ; 0 ; 0.125 ; 0 ; 0.125
filtrage bn:00259585n ; 0 ; 0.0625 ; 0 ; 0
validation bn:03925844n ; 0 ; 0.0625 ; 0 ; 0
composer bn:14766022n ; 0 ; 0.25 ; 0.25 ; 0.25
symfony bn:02798620n ; 0 ; 0.0625 ; 0 ; 0
application bn:00005095n ; 0 ; 0.0625 ; 0 ; 0
web service bn:03829842n ; 0 ; 0.0625 ; 0 ; 0
web mobile bn:03168096n ; 0 ; 0.0625 ; 0 ; 0
mobile bn:00106819a ; 0 ; 0.0625 ; 0 ; 0
informatique bn:00100175a ; 0 ; 0.25 ; 0.25 ; 0.25
interpréter bn:00089840v ; 0 ; 0.0625 ; 0 ; 0
compilateur bn:00021344n ; 0 ; 0.25 ; 0.25 ; 0.25
compilateur jit bn:01502421n ; 0 ; 0.0625 ; 0 ; 0
facebook bn:03624775n ; 0 ; 0.0625 ; 0 ; 0
coder bn:00084976v ; 0 ; 0.25 ; 0.25 ; 0.25
fichier source bn:00072947n ; 0 ; 0.25 ; 0.25 ; 0.25
sortie bn:00032242n ; 0 ; 0.0625 ; 0 ; 0
retrouver bn:00088204v ; 0 ; 0.125 ; 0.125 ; 0
programmeur bn:00020358n ; 0 ; 0.125 ; 0 ; 0.125
développement bn:01834425n ; 0 ; 0.125 ; 0 ; 0.125
ca bn:00014403n ; 0 ; 0.0625 ; 0 ; 0
livre bn:00012059n ; 0 ; 0.125 ; 0.125 ; 0
hiphop bn:01959769n ; 0 ; 0.0625 ; 0 ; 0
machine virtuelle bn:02589960n ; 0 ; 0.125 ; 0 ; 0.125
typage fort bn:02560161n ; 0 ; 0.0625 ; 0 ; 0
framework bn:14831528n ; 0 ; 0.125 ; 0 ; 0.125
phalcon bn:15355608n ; 0 ; 0.0625 ; 0 ; 0
compilation aot bn:15411174n ; 0 ; 0.0625 ; 0 ; 0
possibilité bn:00045632n ; 0 ; 0.25 ; 0.25 ; 0.25
travers bn:00042404n ; 0 ; 0.125 ; 0 ; 0.125
yahoo bn:00081801n ; 0 ; 0.0625 ; 0 ; 0
content management systems bn:03631223n ; 0 ; 0.0625 ; 0 ; 0
gestion de contenu bn:00883027n ; 0 ; 0.0625 ; 0 ; 0
joomla bn:01946532n ; 0 ; 0.0625 ; 0 ; 0
développement web bn:03446093n ; 0 ; 0.125 ; 0.125 ; 0
laravel bn:02935312n ; 0 ; 0.0625 ; 0 ; 0
mamp bn:03197470n ; 0 ; 0.0625 ; 0 ; 0
indispensable bn:00104964a ; 0 ; 0.25 ; 0.25 ; 0.25
macports bn:01068822n ; 0 ; 0.0625 ; 0 ; 0
client serveur bn:03496583n ; 0 ; 0.125 ; 0.125 ; 0
communication bn:00021221n ; 0 ; 0.25 ; 0.25 ; 0.25
fichier de configuration bn:03229365n ; 0 ; 0.0625 ; 0 ; 0
numbers bn:00439302n ; 0 ; 0.0625 ; 0 ; 0
compression bn:00021441n ; 0 ; 0.0625 ; 0 ; 0
phase bn:00061898n ; 0 ; 0.25 ; 0.25 ; 0.25
éxécution bn:16533697n ; 0 ; 0.0625 ; 0 ; 0
logging bn:15274529n ; 0 ; 0.0625 ; 0 ; 0
désactiver bn:00027407n ; 0 ; 0.125 ; 0.125 ; 0
démarrage bn:03140436n ; 0 ; 0.0625 ; 0 ; 0
plugins bn:00001275n ; 0 ; 0.0625 ; 0 ; 0
logger bn:00825346n ; 0 ; 0.0625 ; 0 ; 0
rapporter bn:00034163n ; 0 ; 0.0625 ; 0 ; 0
fuite de mémoire bn:01230884n ; 0 ; 0.0625 ; 0 ; 0
chaine bn:00017487n ; 0 ; 0.0625 ; 0 ; 0
socket bn:15776593n ; 0 ; 0.0625 ; 0 ; 0
chemin bn:03131414n ; 0 ; 0.125 ; 0.125 ; 0
iconv bn:03672592n ; 0 ; 0.0625 ; 0 ; 0
système d bn:04836299n ; 0 ; 0.125 ; 0 ; 0.125
smtp bn:02128235n ; 0 ; 0.0625 ; 0 ; 0
set bn:04928161n ; 0 ; 0.0625 ; 0 ; 0
lien permanents bn:03767636n ; 0 ; 0.0625 ; 0 ; 0
links bn:01052609n ; 0 ; 0.0625 ; 0 ; 0
host bn:01846442n ; 0 ; 0.125 ; 0.125 ; 0
passwd bn:14874750n ; 0 ; 0.0625 ; 0 ; 0
mysqli bn:01438356n ; 0 ; 0.0625 ; 0 ; 0
md5 bn:01141584n ; 0 ; 0.0625 ; 0 ; 0
assertion bn:04728763n ; 0 ; 0.125 ; 0 ; 0.125
fonction utilisateur bn:00952651n ; 0 ; 0.0625 ; 0 ; 0
doctype bn:15839327n ; 0 ; 0.0625 ; 0 ; 0
mac os x bn:01334510n ; 0 ; 0.0625 ; 0 ; 0
khtml bn:00975876n ; 0 ; 0.0625 ; 0 ; 0
gecko bn:15456781n ; 0 ; 0.0625 ; 0 ; 0
doc bn:17202928n ; 0 ; 0.125 ; 0.125 ; 0
msie bn:17346309n ; 0 ; 0.0625 ; 0 ; 0
firefox bn:01387235n ; 0 ; 0.0625 ; 0 ; 0
chrome bn:00018877n ; 0 ; 0.0625 ; 0 ; 0
safari bn:00907501n ; 0 ; 0.0625 ; 0 ; 0
remède bn:00054133n ; 0 ; 0.0625 ; 0 ; 0
head bn:02338897n ; 0 ; 0.125 ; 0.125 ; 0
existence bn:00009676n ; 0 ; 0.125 ; 0.125 ; 0
répondre bn:00082225v ; 0 ; 0.0625 ; 0 ; 0
null bn:15898583n ; 0 ; 0.25 ; 0.25 ; 0.25
simplifier bn:00087951v ; 0 ; 0.0625 ; 0 ; 0
concaténation bn:03489514n ; 0 ; 0.25 ; 0.25 ; 0.25
majuscule bn:00015499n ; 0 ; 0.125 ; 0.125 ; 0
égalité bn:00031284n ; 0 ; 0.0625 ; 0 ; 0
eval bn:03464447n ; 0 ; 0.0625 ; 0 ; 0
tableau associatifs bn:03848413n ; 0 ; 0.0625 ; 0 ; 0
parcours bn:03468087n ; 0 ; 0.25 ; 0.25 ; 0.25
mardi bn:00078546n ; 0 ; 0.125 ; 0.125 ; 0
mercredi bn:00054897n ; 0 ; 0.0625 ; 0 ; 0
jeudi bn:00076744n ; 0 ; 0.125 ; 0.125 ; 0
casse bn:03225002n ; 0 ; 0.0625 ; 0 ; 0
query_string bn:03583474n ; 0 ; 0.0625 ; 0 ; 0
externes bn:00102624a ; 0 ; 0.0625 ; 0 ; 0
racine bn:00008793n ; 0 ; 0.125 ; 0 ; 0.125
signaler bn:00071525n ; 0 ; 0.0625 ; 0 ; 0
type de retour bn:03354146n ; 0 ; 0.125 ; 0 ; 0.125
etudiant bn:00029806n ; 0 ; 0.125 ; 0.125 ; 0
setter bn:00021412n ; 0 ; 0.125 ; 0 ; 0.125
attribut bn:00007068n ; 0 ; 0.125 ; 0 ; 0.125
espace de nommage bn:01468325n ; 0 ; 0.0625 ; 0 ; 0
bleu bn:00011477n ; 0 ; 0.0625 ; 0 ; 0
set bn:00062714n ; 0 ; 0.0625 ; 0 ; 0
diff bn:16709776n ; 0 ; 0.0625 ; 0 ; 0
ball bn:03442687n ; 0 ; 0.0625 ; 0 ; 0
être bn:00004222n ; 0 ; 0.125 ; 0.125 ; 0
interrogation bn:00047208n ; 0 ; 0.125 ; 0 ; 0.125
prenom bn:15996005n ; 0 ; 0.125 ; 0.125 ; 0
jeanne bn:03888564n ; 0 ; 0.0625 ; 0 ; 0
durand bn:04919129n ; 0 ; 0.0625 ; 0 ; 0
andreas bn:02288585n ; 0 ; 0.0625 ; 0 ; 0
dalton bn:00025070n ; 0 ; 0.0625 ; 0 ; 0
fichier css bn:01642119n ; 0 ; 0.0625 ; 0 ; 0
auto bn:00007309n ; 0 ; 0.125 ; 0 ; 0.125
tr bn:03561884n ; 0 ; 0.0625 ; 0 ; 0
puce bn:03415182n ; 0 ; 0.125 ; 0 ; 0.125
clef primaire bn:03542434n ; 0 ; 0.125 ; 0.125 ; 0
franz kafka bn:00036274n ; 0 ; 0.0625 ; 0 ; 0
cotes bn:01852996n ; 0 ; 0.0625 ; 0 ; 0
systématiquement bn:00114825r ; 0 ; 0.0625 ; 0 ; 0
injections bn:03211312n ; 0 ; 0.0625 ; 0 ; 0
injections sql bn:03319192n ; 0 ; 0.0625 ; 0 ; 0
essayer bn:00082844v ; 0 ; 0.125 ; 0.125 ; 0
code malveillant bn:01363738n ; 0 ; 0.0625 ; 0 ; 0
faille de sécurité bn:00080285n ; 0 ; 0.0625 ; 0 ; 0
html5 bn:03675085n ; 0 ; 0.0625 ; 0 ; 0
être valables bn:00082706v ; 0 ; 0.0625 ; 0 ; 0
injection de code bn:00184104n ; 0 ; 0.0625 ; 0 ; 0
système d’information bn:00025331n ; 0 ; 0.0625 ; 0 ; 0
credit bn:00022100n ; 0 ; 0.0625 ; 0 ; 0
depot bn:03854733n ; 0 ; 0.125 ; 0.125 ; 0
commit bn:00085426v ; 0 ; 0.0625 ; 0 ; 0
réutilisé bn:00092558v ; 0 ; 0.25 ; 0.25 ; 0.25
printf bn:03243783n ; 0 ; 0.125 ; 0 ; 0.125
action bn:00001127n ; 0 ; 0.0625 ; 0 ; 0
courant bn:00024510n ; 0 ; 0.125 ; 0 ; 0.125
href bn:00045513n ; 0 ; 0.125 ; 0.125 ; 0
csrf bn:14277211n ; 0 ; 0.0625 ; 0 ; 0
temporaire bn:00105439a ; 0 ; 0.0625 ; 0 ; 0
django bn:01551307n ; 0 ; 0.0625 ; 0 ; 0
flask bn:14887813n ; 0 ; 0.0625 ; 0 ; 0
token bn:00050895n ; 0 ; 0.125 ; 0 ; 0.125
svg bn:02136503n ; 0 ; 0.0625 ; 0 ; 0
mathml bn:03313895n ; 0 ; 0.0625 ; 0 ; 0
document object model bn:03762301n ; 0 ; 0.0625 ; 0 ; 0
document xml bn:04725671n ; 0 ; 0.0625 ; 0 ; 0
bas niveau bn:01163629n ; 0 ; 0.125 ; 0 ; 0.125
programme tv bn:00076429n ; 0 ; 0.0625 ; 0 ; 0
tv bn:00076373n ; 0 ; 0.0625 ; 0 ; 0
debut bn:01247692n ; 0 ; 0.0625 ; 0 ; 0
smith bn:15137150n ; 0 ; 0.0625 ; 0 ; 0
realisateur bn:00027369n ; 0 ; 0.0625 ; 0 ; 0
dutchman bn:03862910n ; 0 ; 0.0625 ; 0 ; 0
johnny guitar bn:00554585n ; 0 ; 0.0625 ; 0 ; 0
guitar bn:00281486n ; 0 ; 0.0625 ; 0 ; 0
woman under the influence bn:03640247n ; 0 ; 0.0625 ; 0 ; 0
victor/victoria bn:01767778n ; 0 ; 0.0625 ; 0 ; 0
simplexml bn:15053361n ; 0 ; 0.0625 ; 0 ; 0
the flying dutchman bn:16075739n ; 0 ; 0.0625 ; 0 ; 0
jour de fête bn:15946696n ; 0 ; 0.0625 ; 0 ; 0
controleur bn:00022289n ; 0 ; 0.125 ; 0 ; 0.125
composants bn:00021396n ; 0 ; 0.0625 ; 0 ; 0
version bn:00047114n ; 0 ; 0.125 ; 0.125 ; 0
framework web bn:01653710n ; 0 ; 0.0625 ; 0 ; 0
cd bn:00016915n ; 0 ; 0.125 ; 0.125 ; 0
path bn:01205256n ; 0 ; 0.125 ; 0 ; 0.125
menu bn:00021485n ; 0 ; 0.125 ; 0.125 ; 0
poisson bn:00062612n ; 0 ; 0.0625 ; 0 ; 0
catch bn:00037180n ; 0 ; 0.0625 ; 0 ; 0
h2 bn:02803535n ; 0 ; 0.0625 ; 0 ; 0
routage bn:01926016n ; 0 ; 0.0625 ; 0 ; 0
familiariser bn:00082274v ; 0 ; 0.0625 ; 0 ; 0
micro-noyau bn:15964004n ; 0 ; 0.0625 ; 0 ; 0
package bn:01408374n ; 0 ; 0.125 ; 0 ; 0.125
courantes bn:00107963a ; 0 ; 0.0625 ; 0 ; 0
bin bn:00000199n ; 0 ; 0.0625 ; 0 ; 0
répertoire de travail bn:00826363n ; 0 ; 0.0625 ; 0 ; 0
log bn:00051830n ; 0 ; 0.0625 ; 0 ; 0
flex bn:00337264n ; 0 ; 0.0625 ; 0 ; 0
test driven development bn:02924470n ; 0 ; 0.0625 ; 0 ; 0
avant bn:00035855n ; 0 ; 0.0625 ; 0 ; 0
méthodologie bn:00054633n ; 0 ; 0.0625 ; 0 ; 0
spécification bn:00073217n ; 0 ; 0.125 ; 0 ; 0.125
junit bn:00861107n ; 0 ; 0.125 ; 0 ; 0.125
phpunit bn:00980999n ; 0 ; 0.0625 ; 0 ; 0
sommes bn:00082322v ; 0 ; 0.0625 ; 0 ; 0
librairie bn:00050969n ; 0 ; 0.25 ; 0.25 ; 0.25
mettre en place bn:00088250v ; 0 ; 0.0625 ; 0 ; 0
architecture rest bn:03799604n ; 0 ; 0.0625 ; 0 ; 0
transfer bn:03128918n ; 0 ; 0.0625 ; 0 ; 0
logique métier bn:00795795n ; 0 ; 0.0625 ; 0 ; 0
json bn:00802141n ; 0 ; 0.0625 ; 0 ; 0
js bn:15539067n ; 0 ; 0.0625 ; 0 ; 0
rich internet application bn:00268208n ; 0 ; 0.0625 ; 0 ; 0
patch bn:00060970n ; 0 ; 0.0625 ; 0 ; 0
soap bn:02284891n ; 0 ; 0.0625 ; 0 ; 0
microsoft bn:01165400n ; 0 ; 0.125 ; 0.125 ; 0
principe bn:00064428n ; 0 ; 0.0625 ; 0 ; 0
roy fielding bn:00949159n ; 0 ; 0.0625 ; 0 ; 0
thèse bn:00027718n ; 0 ; 0.0625 ; 0 ; 0
séparation bn:00070542n ; 0 ; 0.125 ; 0.125 ; 0
code serveur bn:16078281n ; 0 ; 0.0625 ; 0 ; 0
description bn:04723965n ; 0 ; 0.125 ; 0.125 ; 0
mémorisation bn:00021038n ; 0 ; 0.0625 ; 0 ; 0
contact bn:00085696v ; 0 ; 0.0625 ; 0 ; 0
creation bn:03599511n ; 0 ; 0.125 ; 0 ; 0.125
détails bn:00067417n ; 0 ; 0.125 ; 0.125 ; 0
avérer bn:00095117v ; 0 ; 0.125 ; 0 ; 0.125
root bn:00168023n ; 0 ; 0.0625 ; 0 ; 0
voter bn:00008198n ; 0 ; 0.0625 ; 0 ; 0
mobile bn:00017029n ; 0 ; 0.125 ; 0 ; 0.125
informatique bn:00021494n ; 0 ; 0.25 ; 0.25 ; 0.25
initialisation bn:00046781n ; 0 ; 0.125 ; 0 ; 0.125
gitlab bn:14257471n ; 0 ; 0.0625 ; 0 ; 0
bitbucket bn:01444337n ; 0 ; 0.0625 ; 0 ; 0
github bn:01101521n ; 0 ; 0.0625 ; 0 ; 0
revue bn:00052671n ; 0 ; 0.0625 ; 0 ; 0
gestion de version bn:03364124n ; 0 ; 0.0625 ; 0 ; 0
professionnelle bn:00109068a ; 0 ; 0.0625 ; 0 ; 0
historique bn:00104223a ; 0 ; 0.0625 ; 0 ; 0
dominique bn:00021210n ; 0 ; 0 ; 0.0625 ; 0
novembre bn:00058192n ; 0 ; 0 ; 0.0625 ; 0
document bn:00087138v ; 0 ; 0 ; 0.0625 ; 0
gnu bn:00324017n ; 0 ; 0 ; 0.0625 ; 0
gnu fdl bn:01157394n ; 0 ; 0 ; 0.0625 ; 0
généralité bn:00041249n ; 0 ; 0 ; 0.0625 ; 0
langage intermédiaires bn:00350794n ; 0 ; 0 ; 0.0625 ; 0
faq bn:00033653n ; 0 ; 0 ; 0.0625 ; 0
préliminaire bn:00108949a ; 0 ; 0 ; 0.0625 ; 0
postgresql bn:01709156n ; 0 ; 0 ; 0.0625 ; 0
pear bn:03735126n ; 0 ; 0 ; 0.0625 ; 0
dbx bn:03185121n ; 0 ; 0 ; 0.0625 ; 0
news bn:03357706n ; 0 ; 0 ; 0.0625 ; 0
manipulation bn:00053225n ; 0 ; 0 ; 0.0625 ; 0
accueil bn:00044514n ; 0 ; 0 ; 0.0625 ; 0
étude de cas bn:02395950n ; 0 ; 0 ; 0.0625 ; 0
évaluation bn:00031973n ; 0 ; 0 ; 0.0625 ; 0
généalogie bn:00033524n ; 0 ; 0 ; 0.0625 ; 0
généralité bn:00037670n ; 0 ; 0 ; 0.0625 ; 0
optimisation bn:01564896n ; 0 ; 0 ; 0.0625 ; 0
fonctionnement bn:00059128n ; 0 ; 0 ; 0.0625 ; 0
remarque bn:00020977n ; 0 ; 0 ; 0.0625 ; 0
autre bn:00108013a ; 0 ; 0 ; 0.0625 ; 0
traiter de bn:00083202v ; 0 ; 0 ; 0.0625 ; 0
aborder bn:00084117v ; 0 ; 0 ; 0.0625 ; 0
universitaires bn:00110169a ; 0 ; 0 ; 0.0625 ; 0
autonome bn:00097830a ; 0 ; 0 ; 0.0625 ; 0
logiciel bn:00021497n ; 0 ; 0 ; 0.125 ; 0.125
docbook bn:03194644n ; 0 ; 0 ; 0.0625 ; 0
texte source bn:03152229n ; 0 ; 0 ; 0.0625 ; 0
emacs bn:01156253n ; 0 ; 0 ; 0.0625 ; 0
dtd bn:15232677n ; 0 ; 0 ; 0.0625 ; 0
disponible bn:00097848a ; 0 ; 0 ; 0.0625 ; 0
seul bn:00110667a ; 0 ; 0 ; 0.0625 ; 0
langage naturels bn:00056990n ; 0 ; 0 ; 0.0625 ; 0
ordinateur bn:00021464n ; 0 ; 0 ; 0.0625 ; 0
processeur bn:00014395n ; 0 ; 0 ; 0.125 ; 0.125
réécrire bn:00092997v ; 0 ; 0 ; 0.0625 ; 0
portabilité bn:03720519n ; 0 ; 0 ; 0.125 ; 0.125
langage compilés bn:00981689n ; 0 ; 0 ; 0.0625 ; 0
intelligible bn:00097389a ; 0 ; 0 ; 0.0625 ; 0
point de vue bn:00063237n ; 0 ; 0 ; 0.125 ; 0.125
auxiliaire bn:00007423n ; 0 ; 0 ; 0.0625 ; 0
mesure bn:00090716v ; 0 ; 0 ; 0.0625 ; 0
exécutable bn:00102521a ; 0 ; 0 ; 0.125 ; 0.125
compilé bn:00085470v ; 0 ; 0 ; 0.0625 ; 0
confidentialité bn:00021748n ; 0 ; 0 ; 0.0625 ; 0
paiement bn:00061119n ; 0 ; 0 ; 0.0625 ; 0
paiement en ligne bn:05011741n ; 0 ; 0 ; 0.0625 ; 0
lisp bn:00051502n ; 0 ; 0 ; 0.0625 ; 0
applets bn:00005083n ; 0 ; 0 ; 0.125 ; 0.125
page web dynamiques bn:00937946n ; 0 ; 0 ; 0.0625 ; 0
flash bn:01369336n ; 0 ; 0 ; 0.0625 ; 0
problématique bn:00097982a ; 0 ; 0 ; 0.0625 ; 0
contrôle de sécurité bn:03784539n ; 0 ; 0 ; 0.0625 ; 0
validité bn:01410980n ; 0 ; 0 ; 0.0625 ; 0
être extrait bn:00087897v ; 0 ; 0 ; 0.0625 ; 0
réalité bn:00066414n ; 0 ; 0 ; 0.0625 ; 0
outil de développement bn:03072994n ; 0 ; 0 ; 0.125 ; 0.125
importer bn:00046139n ; 0 ; 0 ; 0.125 ; 0.125
application web bn:02246184n ; 0 ; 0 ; 0.125 ; 0.125
tant bn:00114490r ; 0 ; 0 ; 0.0625 ; 0
cas particulier bn:02482901n ; 0 ; 0 ; 0.125 ; 0.125
générale bn:00103507a ; 0 ; 0 ; 0.125 ; 0.125
quelconques bn:00097433a ; 0 ; 0 ; 0.125 ; 0.125
soustraction bn:00055233n ; 0 ; 0 ; 0.125 ; 0.125
classiques bn:00019566n ; 0 ; 0 ; 0.125 ; 0.125
inférieur bn:00035700n ; 0 ; 0 ; 0.125 ; 0.125
table de multiplication bn:03381903n ; 0 ; 0 ; 0.0625 ; 0
factorielles bn:00032673n ; 0 ; 0 ; 0.0625 ; 0
enfant bn:00018346n ; 0 ; 0 ; 0.0625 ; 0
common gateway interface bn:03588331n ; 0 ; 0 ; 0.0625 ; 0
pouvoir bn:00084451v ; 0 ; 0 ; 0.0625 ; 0
après bn:00114165r ; 0 ; 0 ; 0.125 ; 0.125
bouton radio bn:03157702n ; 0 ; 0 ; 0.0625 ; 0
radio bn:00065899n ; 0 ; 0 ; 0.0625 ; 0
case à cocher bn:03157691n ; 0 ; 0 ; 0.0625 ; 0
clic bn:00019758n ; 0 ; 0 ; 0.125 ; 0.125
exclusifs bn:00102512a ; 0 ; 0 ; 0.0625 ; 0
sélectionner bn:00084931v ; 0 ; 0 ; 0.125 ; 0.125
avoir accès bn:00082209v ; 0 ; 0 ; 0.0625 ; 0
phrase bn:00070528n ; 0 ; 0 ; 0.0625 ; 0
bébé bn:00007630n ; 0 ; 0 ; 0.0625 ; 0
distance bn:00027749n ; 0 ; 0 ; 0.0625 ; 0
vrai bn:00078452n ; 0 ; 0 ; 0.0625 ; 0
nom de personne bn:03150299n ; 0 ; 0 ; 0.0625 ; 0
